labels,text
ham,Sounds like something that someone testing me would sayy
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
ham,I am going to sao mu today. Will be done only at 12 
ham,How come i din c Ì_... Yup i cut my hair...
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
ham,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\"""""
ham,cool. We will have fun practicing making babies!
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time
ham,I will once i get home
spam,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
ham,Great comedy..cant stop laughing da:)
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
ham,I'm in inside office..still filling forms.don know when they leave me.
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ 
ham,I love to give massages. I use lots of baby oil... What is your fave position?
ham,Just sleeping..and surfing
ham,Why didn't u call on your lunch?
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
ham,"I'm in a meeting, call me later at"
spam,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.
ham,Later i guess. I needa do mcat study too.
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY."
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
ham,Oh ic. I thought you meant mary jane.
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! "
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da."
ham,Ok lor...
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
ham,Heehee that was so funny tho
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,"Ok da, i already planned. I wil pick you."
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham,"Good! No, donÛ÷t need any receiptsÛÓwell done! (Û_) Yes, please tell . WhatÛ÷s her number, i could ring her"
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
ham,I love your ass! Do you enjoy doggy style? :)
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP"
ham,Yup having my lunch buffet now.. U eat already?
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
ham,Cos darren say Ì_ considering mah so i ask Ì_...
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
ham,But am going to college pa. What to do. are else ill come there it self. Pa.
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
ham,Hmm thinking lor...
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
ham,Shhhhh nobody is supposed to know!
ham,"Its ok, if anybody asks abt me, u tel them..:-P"
spam,You have 1 new message. Call 0207-083-6089
ham,Yeah but which is worse for i
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
ham,How much would it cost to hire a hitman
ham,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\"""""
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
ham,Can you just come in for a sec? There's somebody here I want you to see
ham,"That means you got an A in epi, she.s fine. She.s here now."
ham,"Yeah, that's fine! It's å£6 to get in, is that ok? "
ham,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?
ham,Where are you ? You said you would be here when I woke ... :-(
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
ham,So the sun is anti sleep medicine.
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
ham,What time you thinkin of goin?
ham,Where are you?when wil you reach here?
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
ham,Oi when you gonna ring
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,Printer is cool. I mean groovy. Wine is groovying
ham,God bless.get good sleep my dear...i will pray!
ham,Then anything special?
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
ham,I'm awake oh. What's up.
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
ham,Dhoni have luck to win some big title.so we will win:)
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
ham,"Hmph. Go head, big baller."
ham,Love you aathi..love u lot..
ham,Same. Wana plan a trip sometme then
ham,Idea will soon get converted to live:)
ham,Do Ì_ all wan 2 meet up n combine all the parts? How's da rest of da project going?
ham,What happened in interview?
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
ham,ALRITE
ham,ÌÏ mean it's confirmed... I tot they juz say oni... Ok then... 
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february"
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
ham,Is ur lecture over?
ham,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\"""""
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
ham,Gd luck 4 ur exams :-)
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
ham,I'm in a movie... Collect car oredi...
ham,"That's good, because I need drugs"
ham,You still at grand prix?
ham,No. But we'll do medical missions to nigeria
ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy"
ham,Hi msg me:)i'm in office..
ham,Are u coming to the funeral home
ham,Should I head straight there or what
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
ham,Every monday..nxt week vl be completing..
ham,Sweet heart how are you?
ham,I will reach ur home in  &lt;#&gt;  minutes
ham,"Haha get used to driving to usf man, I know a lot of stoners"
ham,"Its ok., i just askd did u knw tht no?"
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
spam,"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\"""""
ham,Hey happy birthday...
ham,Bring tat cd don forget
ham,You know there is. I shall speak to you in  &lt;#&gt;  minutes then
ham,Thanks for understanding. I've been trying to tell sura that.
ham,Surely result will offer:)
ham,Or Ì_ go buy wif him then i meet Ì_ later can?
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
ham,My sister going to earn more than me da.
ham,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
ham,Just normal only here :)
ham,Ok that's great thanx a lot.
ham,Shall i get my pouch?
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
ham,If I get there before you after your ten billion calls and texts so help me god
ham,Blank is Blank. But wat is blank? Lol
ham,As in i want custom officer discount oh.
ham,"Almost there, see u in a sec"
ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
ham,Yeah get the unlimited
ham,Yup ok thanx...
spam,u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
ham,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!"
ham,Ok... But bag again..
ham,"\Gimme a few\"" was  &lt;#&gt;  minutes ago"""
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,Which channel:-):-):):-).
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&
ham,How much she payed. Suganya.
ham,Compliments to you. Was away from the system. How your side.
spam,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+"
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
ham,3 pa but not selected.
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
ham,I'm on the bus. Love you
ham,One small prestige problem now.
ham," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
ham,"Yeah I am, so I'll leave maybe 7ish?"
ham,You have got tallent but you are wasting.
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
ham,Lol great now im getting hungry.
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
ham,Audrie lousy autocorrect
ham,Oh that was a forwarded message. I thought you send that to me
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
ham,they released another Italian one today and it has a cosign option
ham,R u meeting da ge at nite tmr?
ham,"Whatever, juliana. Do whatever you want."
ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN 
ham,I remain unconvinced that this isn't an elaborate test of my willpower
ham,I'm thinking that chennai forgot to come for auction..
ham,Watching tv lor. Nice one then i like lor.
ham,Can you please send me my aunty's number
ham,Remember to ask alex about his pizza
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
ham,I will come to ur home now
ham,ÌÏ takin linear algebra today?
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
ham,1's finish meeting call me.
ham,Do you know when dad will be back?
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
ham,Lol u still feeling sick?
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m)
ham,Jus finish watching tv... U?
ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf
ham,"Sorry, I'll call later in meeting."
ham,It certainly puts things into perspective when something like this happens
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
ham,Hi..i got the money da:)
ham,Lol they were mad at first but then they woke up and gave in.
ham,Why tired what special there you had
ham,Where you. What happen
ham,No need to buy lunch for me.. I eat maggi mee..
ham,"Not much, just some textin'. How bout you?"
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,Mm i am on the way to railway
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
ham,R u here yet? I'm wearing blue shirt n black pants.
ham,Hello madam how are you ?
ham,I keep ten rs in my shelf:) buy two egg.
ham,Quite late lar... Ard 12 anyway i wun b drivin...
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! "
ham,Me too! Have a lovely night xxx
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
ham,I am late. I will be there at
ham,Auntie huai juan never pick up her phone
ham,Ok lor Ì_ reaching then message me.
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
ham,Yes. Nigh you cant aha.
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
ham,Ok. There may be a free gym about.
ham,No da. . Vijay going to talk in jaya tv
ham,Give me a sec to think think about it
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg
ham,We're done...
ham,Hi dude hw r u da realy mising u today
ham,Okie
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
ham,"I want to show you the world, princess :) how about europe?"
ham,Yeah that'd pretty much be the best case scenario
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
ham,You do your studies alone without anyones help. If you cant no need to study.
ham,Call him and say you not coming today ok and tell them not to fool me like this ok
ham,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.
ham,Juz go google n search 4 qet...
ham,Hanging out with my brother and his family
ham,Yupz... I've oredi booked slots 4 my weekends liao... 
ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
ham,My birthday is on feb  &lt;#&gt;  da. .
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
ham,You busy or can I come by at some point and figure out what we're doing tomorrow
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
ham,WHORE YOU ARE UNBELIEVABLE.
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
ham,Shant disturb u anymore... Jia you...
ham,Guess he wants alone time. We could just show up and watch when they do..
ham,Detroit. The home of snow. Enjoy it.
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,No need to ke qi... ÌÏ too bored izzit y suddenly thk of this...
ham,"Machan you go to gym tomorrow,  i wil come late goodnight."
ham,"I can't right this second, gotta hit people up first"
ham,Please dont say like that. Hi hi hi
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16
ham,"I call you later, don't have network. If urgnt, sms me."
ham,Sent me de webadres for geting salary slip
ham,Watching tv lor...
ham,"Sorry, I'll call later"
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only
ham,"Like  &lt;#&gt; , same question"
ham,Yes.mum lookin strong:)
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
ham,Aight what time you want me to come up?
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
ham,Call me when u're done...
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
ham,Thanx a lot...
ham,Am okay. Will soon be over. All the best
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
ham,Erm. I thought the contract ran out the4th of october.
ham,Yes just finished watching days of our lives. I love it.
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
ham,Spoons it is then okay?
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...
spam,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
ham,You didnt complete your gist oh.
ham,No just send to you. Bec you in temple na.
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
ham,Hey anyway i have to :-)
spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O å£250 3 WANT å£800
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy
ham,This is all just creepy and crazy to me.
ham,"We made it! Eta at taunton is 12:30 as planned, hope thatÛ÷s still okday?! Good to see you! :-xx"
ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea"
ham,Alex says he's not ok with you not being ok with it
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning
ham,"Yeah, we got one lined up for us"
ham,Full heat pa:-) i have applyed oil pa.
ham,U in town alone?
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
ham,MMM ... Fuck .... Merry Christmas to me
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
spam,You have 1 new voicemail. Please call 08719181503
ham,"I've got ten bucks, jay is being noncomittal"
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
ham,That one week leave i put know that time. Why.
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )"
ham,"Hi this is yijue, can i meet u at 11 tmr?"
ham,"Playin space poker, u?"
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
spam,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X
ham,O we cant see if we can join denis and mina? Or does denis want alone time
ham,There the size of elephant tablets & u shove um up ur ass!!
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,Happy new year. Hope you are having a good semester
ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
ham,But i haf enuff space got like 4 mb...
ham,Then why you came to hostel.
ham,Hey tmr meet at bugis 930 ?
ham,Went fast asleep dear.take care.
ham,No let me do the math. Your not good at it.
ham,Y lei?
ham,DO U WANT 2 MEET UP 2MORRO
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
ham,Glad to see your reply.
ham,Want to send me a virtual hug?... I need one
ham,To day class is there are no class.
ham,I've told him that i've returned it. That should i re order it.
ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
ham,"2 celebrate my båÕday, y else?"
ham,I'm going for bath will msg you next  &lt;#&gt;  min..
ham,Webpage s not available!
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
ham,Fffff. Can you text kadeem or are you too far gone
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
ham,There are many company. Tell me the language.
